Segment,Cohort,Metric,MOB_Start,MOB_End,Approach,Param1,Param2,Explanation
NRP-S,ALL,Debt_Sale_Proceeds_Rate,0,999,Manual,0.24,,Proceeds 24p
NRP-M,ALL,Debt_Sale_Proceeds_Rate,0,999,Manual,0.24,,Proceeds 24p
NRP-L,ALL,Debt_Sale_Proceeds_Rate,0,999,Manual,0.24,,Proceeds 24p
PRIME,ALL,Debt_Sale_Proceeds_Rate,0,999,Manual,0.24,,Proceeds 24p

# Coverage Ratios - Using mix of CohortAvg and SegMedian
NON PRIME,201912,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,Mature cohort average
NON PRIME,202001,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,Mature cohort average
NON PRIME,202101,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,Mature cohort average
NON PRIME,202201,Total_Coverage_Ratio,0,999,SegMedian,,,Segment median for lower impairment
NON PRIME,202301,Total_Coverage_Ratio,0,999,SegMedian,,,Segment median
NON PRIME,202404,Total_Coverage_Ratio,0,999,SegMedian,,,Segment median
NON PRIME,202405,Total_Coverage_Ratio,0,999,SegMedian,,,Segment median
NON PRIME,202406,Total_Coverage_Ratio,0,999,SegMedian,,,Segment median
NON PRIME,202407,Total_Coverage_Ratio,0,999,SegMedian,,,Segment median
NON PRIME,202408,Total_Coverage_Ratio,0,999,SegMedian,,,Segment median
NON PRIME,202409,Total_Coverage_Ratio,0,999,SegMedian,,,Segment median
NON PRIME,202410,Total_Coverage_Ratio,0,999,SegMedian,,,Segment median
NON PRIME,202411,Total_Coverage_Ratio,0,999,SegMedian,,,Segment median
NON PRIME,202412,Total_Coverage_Ratio,0,999,SegMedian,,,Segment median
NON PRIME,202501,Total_Coverage_Ratio,0,999,SegMedian,,,Segment median
NON PRIME,202502,Total_Coverage_Ratio,0,999,SegMedian,,,Segment median
NON PRIME,202503,Total_Coverage_Ratio,0,999,SegMedian,,,Segment median
NON PRIME,202504,Total_Coverage_Ratio,0,999,SegMedian,,,Segment median
NON PRIME,202505,Total_Coverage_Ratio,0,999,SegMedian,,,Segment median
NON PRIME,202506,Total_Coverage_Ratio,0,999,SegMedian,,,Segment median
NON PRIME,202507,Total_Coverage_Ratio,0,999,SegMedian,,,Segment median
NON PRIME,202508,Total_Coverage_Ratio,0,999,SegMedian,,,Segment median
NON PRIME,202509,Total_Coverage_Ratio,0,999,SegMedian,,,Segment median

NRP-S,201912,Total_Coverage_Ratio,0,999,CohortAvg,,,Mature average
NRP-S,202001,Total_Coverage_Ratio,0,999,Manual,0.0,,Negligible balance
NRP-S,202101,Total_Coverage_Ratio,0,999,Manual,0.0,,Negligible balance
NRP-S,202201,Total_Coverage_Ratio,0,999,CohortTrend,,,Trend for mid-age
NRP-S,202301,Total_Coverage_Ratio,0,999,CohortTrend,,,Trend
NRP-S,202404,Total_Coverage_Ratio,0,999,CohortTrend,,,Trend
NRP-S,202405,Total_Coverage_Ratio,0,999,CohortTrend,,,Trend
NRP-S,202406,Total_Coverage_Ratio,0,999,CohortTrend,,,Trend
NRP-S,202407,Total_Coverage_Ratio,0,999,CohortTrend,,,Trend
NRP-S,202408,Total_Coverage_Ratio,0,999,CohortTrend,,,Trend
NRP-S,202409,Total_Coverage_Ratio,0,999,CohortTrend,,,Trend
NRP-S,202410,Total_Coverage_Ratio,0,999,CohortTrend,,,Trend
NRP-S,202411,Total_Coverage_Ratio,0,999,CohortTrend,,,Trend
NRP-S,202412,Total_Coverage_Ratio,0,999,CohortTrend,,,Trend
NRP-S,202501,Total_Coverage_Ratio,0,999,CohortTrend,,,Trend
NRP-S,202502,Total_Coverage_Ratio,0,999,CohortTrend,,,Trend
NRP-S,202503,Total_Coverage_Ratio,0,999,CohortTrend,,,Trend
NRP-S,202504,Total_Coverage_Ratio,0,999,CohortTrend,,,Trend
NRP-S,202505,Total_Coverage_Ratio,0,999,CohortTrend,,,Trend
NRP-S,202506,Total_Coverage_Ratio,0,999,CohortTrend,,,Trend
NRP-S,202507,Total_Coverage_Ratio,0,999,CohortTrend,,,Trend
NRP-S,202508,Total_Coverage_Ratio,0,999,CohortTrend,,,Trend
NRP-S,202509,Total_Coverage_Ratio,0,999,CohortTrend,,,Trend

NRP-M,202001,Total_Coverage_Ratio,0,999,Manual,0.0,,Negligible balance
NRP-M,202101,Total_Coverage_Ratio,0,999,Manual,0.0,,Negligible balance
NRP-M,202201,Total_Coverage_Ratio,0,999,CohortTrend,,,Trend
NRP-M,202301,Total_Coverage_Ratio,0,999,Manual,0.0,,Negligible balance
NRP-M,202404,Total_Coverage_Ratio,0,999,CohortTrend,,,Trend
NRP-M,202405,Total_Coverage_Ratio,0,999,CohortTrend,,,Trend
NRP-M,202406,Total_Coverage_Ratio,0,999,CohortTrend,,,Trend
NRP-M,202407,Total_Coverage_Ratio,0,999,CohortTrend,,,Trend
NRP-M,202408,Total_Coverage_Ratio,0,999,CohortTrend,,,Trend
NRP-M,202409,Total_Coverage_Ratio,0,999,CohortTrend,,,Trend
NRP-M,202410,Total_Coverage_Ratio,0,999,CohortTrend,,,Trend
NRP-M,202411,Total_Coverage_Ratio,0,999,CohortTrend,,,Trend
NRP-M,202412,Total_Coverage_Ratio,0,999,CohortTrend,,,Trend
NRP-M,202501,Total_Coverage_Ratio,0,999,CohortTrend,,,Trend
NRP-M,202502,Total_Coverage_Ratio,0,999,CohortTrend,,,Trend
NRP-M,202503,Total_Coverage_Ratio,0,999,CohortTrend,,,Trend
NRP-M,202504,Total_Coverage_Ratio,0,999,CohortTrend,,,Trend
NRP-M,202505,Total_Coverage_Ratio,0,999,CohortTrend,,,Trend
NRP-M,202506,Total_Coverage_Ratio,0,999,CohortTrend,,,Trend
NRP-M,202507,Total_Coverage_Ratio,0,999,CohortTrend,,,Trend
NRP-M,202508,Total_Coverage_Ratio,0,999,CohortTrend,,,Trend
NRP-M,202509,Total_Coverage_Ratio,0,999,CohortTrend,,,Trend

NRP-L,202301,Total_Coverage_Ratio,0,999,CohortTrend,,,Trend
NRP-L,202404,Total_Coverage_Ratio,0,999,CohortTrend,,,Trend
NRP-L,202405,Total_Coverage_Ratio,0,999,CohortTrend,,,Trend
NRP-L,202406,Total_Coverage_Ratio,0,999,CohortTrend,,,Trend
NRP-L,202407,Total_Coverage_Ratio,0,999,CohortTrend,,,Trend
NRP-L,202408,Total_Coverage_Ratio,0,999,CohortTrend,,,Trend
NRP-L,202409,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,Average
NRP-L,202410,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,Average
NRP-L,202411,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,Average
NRP-L,202412,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,Average
NRP-L,202501,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,Average
NRP-L,202502,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,Average
NRP-L,202503,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,Average
NRP-L,202504,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,Average
NRP-L,202505,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,Average
NRP-L,202506,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,Average
NRP-L,202507,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,Average
NRP-L,202508,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,Average
NRP-L,202509,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,Average

PRIME,202101,Total_Coverage_Ratio,0,999,Manual,0.0,,Negligible balance
PRIME,202201,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,Average
PRIME,202405,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,Average
PRIME,202407,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,Average
PRIME,202409,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,Average
PRIME,202504,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,Average
PRIME,202507,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,Average
PRIME,202508,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,Average
PRIME,202509,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,Average
