Segment,Cohort,Metric,MOB_Start,MOB_End,Approach,Param1,Param2,Explanation
NRP-M,202505,Total_Coverage_Ratio,0,999,CohortTrend,,,Trend
NRP-M,202506,Total_Coverage_Ratio,0,999,CohortTrend,,,Trend
NRP-M,202507,Total_Coverage_Ratio,0,999,CohortTrend,,,Trend
NRP-M,202508,Total_Coverage_Ratio,0,999,CohortTrend,,,Trend
NRP-M,202509,Total_Coverage_Ratio,0,999,CohortTrend,,,Trend

NRP-L,202301,Total_Coverage_Ratio,0,999,CohortTrend,,,Trend
NRP-L,202404,Total_Coverage_Ratio,0,999,CohortTrend,,,Trend
NRP-L,202405,Total_Coverage_Ratio,0,999,CohortTrend,,,Trend
NRP-L,202406,Total_Coverage_Ratio,0,999,CohortTrend,,,Trend
NRP-L,202407,Total_Coverage_Ratio,0,999,CohortTrend,,,Trend
NRP-L,202408,Total_Coverage_Ratio,0,999,CohortTrend,,,Trend
NRP-L,202409,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,Avg
NRP-L,202410,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,Avg
NRP-L,202411,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,Avg
NRP-L,202412,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,Avg
NRP-L,202501,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,Avg
NRP-L,202502,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,Avg
NRP-L,202503,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,Avg
NRP-L,202504,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,Avg
NRP-L,202505,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,Avg
NRP-L,202506,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,Avg
NRP-L,202507,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,Avg
NRP-L,202508,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,Avg
NRP-L,202509,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,Avg

PRIME,202101,Total_Coverage_Ratio,0,999,Manual,0.0,,Negligible
PRIME,202201,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,Avg
PRIME,202405,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,Avg
PRIME,202407,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,Avg
PRIME,202409,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,Avg
PRIME,202504,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,Avg
PRIME,202507,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,Avg
PRIME,202508,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,Avg
PRIME,202509,Total_Coverage_Ratio,0,999,CohortAvg,6.0,,Avg
